,region,date,AVG_temp(°C),day_precipitation(mm),AVG_wind(m/s),AVG_relative_hum(%)
3606,119,11-18,8.34,2.73,2.69,49.0
3607,119,11-19,7.93,0.05,2.85,46.33
3608,119,11-20,7.42,0.05,2.88,38.82
3609,119,11-21,8.6,0.02,2.62,41.64
3610,119,11-22,8.93,4.79,2.6,50.03
3611,119,11-23,7.01,3.55,2.56,55.15
3612,119,11-24,6.99,2.47,2.57,49.97
3613,119,11-25,6.32,8.1,2.7,53.73
3614,119,11-26,6.05,0.03,2.95,47.37
3615,119,11-27,7.14,1.85,3.14,47.73
3616,119,11-28,6.38,3.0,2.72,51.1
3617,119,11-29,6.46,3.15,2.55,52.85
3618,119,11-30,7.2,5.61,2.56,52.58
3619,119,12-01,1.278,1.198,2.939,48.378
3620,119,12-02,1.921,0.555,2.953,41.679
3621,119,12-03,5.737,3.976,2.715,54.544
3622,119,12-04,11.275,3.5,2.955,49.555
3623,119,12-05,14.359,1.295,2.415,56.415
3624,119,12-06,16.167,1.37,1.858,67.008
3625,119,12-07,19.868,6.42,2.071,64.727
3626,119,12-08,19.58,7.763,1.995,71.268
3627,119,12-09,15.84,7.967,2.255,64.403
3628,119,12-10,12.915,0.551,2.727,53.168
3629,119,12-11,6.432,0.89,3.17,47.362
3630,119,12-12,0.265,1.105,3.067,42.895
3631,119,12-13,2.26,0.1,2.81,41.58
3632,119,12-14,2.35,5.16,2.68,51.3
3633,119,12-15,2.07,0.25,2.94,44.71
3634,119,12-16,1.33,0.0,3.44,38.44
3635,119,12-17,1.69,0.5,3.42,43.46
3636,119,12-18,2.65,0.85,3.03,43.73
3637,119,12-19,3.68,0.01,2.98,37.34
3638,119,12-20,4.2,0.2,2.77,38.62
3639,119,12-21,4.25,2.03,2.83,48.1
3640,119,12-22,3.83,1.65,2.85,52.53
3641,119,12-23,3.4,0.05,3.11,44.83
3642,119,12-24,1.48,0.55,3.21,43.96
3643,119,12-25,1.02,0.0,3.46,35.23
3644,119,12-26,0.96,0.0,3.19,36.31
3645,119,12-27,-0.28,2.3,3.11,36.99
3646,119,12-28,0.66,0.75,2.93,41.39
3647,119,12-29,1.62,0.65,3.04,44.31
3648,119,12-30,2.4,0.0,3.42,43.79
3649,119,12-31,0.99,0.0,3.53,34.73
3650,168,01-01,0.72,0.62,3.71,38.51
3651,168,01-02,1.66,0.4,3.33,41.4
3652,168,01-03,1.36,0.65,3.1,38.1
3653,168,01-04,1.34,2.25,3.0,47.01
3654,168,01-05,0.88,0.61,3.4,44.94
3655,168,01-06,0.39,0.0,3.06,42.73
3656,168,01-07,1.1,0.0,3.21,36.76
3657,168,01-08,1.74,0.15,3.28,38.93
3658,168,01-09,0.07,0.05,3.67,33.64
3659,168,01-10,-0.07,0.0,3.39,30.85
3660,168,01-11,-0.63,0.0,3.22,36.49
3661,168,01-12,-0.79,0.2,3.56,38.02
3662,168,01-13,-0.57,0.0,3.07,36.94
3663,168,01-14,0.49,0.15,3.11,35.58
3664,168,01-15,0.58,0.35,2.87,44.53
3665,168,01-16,0.45,0.08,3.16,44.74
3666,168,01-17,1.28,1.56,2.63,50.16
3667,168,01-18,1.9,0.0,3.45,39.23
3668,168,01-19,1.63,1.65,3.06,43.04
3669,168,01-20,1.67,4.15,2.57,55.9
3670,168,01-21,0.54,6.45,2.51,59.05
3671,168,01-22,0.08,3.13,3.16,50.69
3672,168,01-23,-1.16,0.01,3.77,39.32
3673,168,01-24,-1.31,0.0,3.99,35.34
3674,168,01-25,-1.48,1.06,3.52,38.61
3675,168,01-26,-1.09,0.59,3.49,40.22
3676,168,01-27,1.2,0.26,3.68,34.98
3677,168,01-28,1.22,0.1,2.85,40.2
3678,168,01-29,0.88,2.1,2.86,43.6
3679,168,01-30,1.65,2.25,3.24,46.03
3680,168,01-31,1.24,1.5,2.68,45.15
3681,168,02-01,0.62,1.62,2.82,48.11
3682,168,02-02,1.79,0.05,3.41,39.0
3683,168,02-03,1.11,0.9,3.23,41.5
3684,168,02-04,1.58,0.06,3.33,36.24
3685,168,02-05,0.98,0.45,2.64,40.17
3686,168,02-06,1.42,1.49,2.76,45.53
3687,168,02-07,0.39,3.8,2.89,42.8
3688,168,02-08,-0.28,2.15,2.8,43.16
3689,168,02-09,0.31,4.2,2.84,46.79
3690,168,02-10,0.33,2.55,2.78,52.9
3691,168,02-11,0.04,9.5,2.61,52.54
3692,168,02-12,0.02,6.0,2.33,52.12
3693,168,02-13,1.15,2.76,2.38,51.66
3694,168,02-14,2.43,1.75,2.65,55.59
3695,168,02-15,1.92,0.15,2.69,51.85
3696,168,02-16,2.52,0.65,2.83,45.68
3697,168,02-17,1.9,2.65,2.72,48.57
3698,168,02-18,1.76,1.01,2.58,49.09
3699,168,02-19,2.78,1.05,2.51,47.02
3700,168,02-20,2.82,0.0,2.7,46.22
3701,168,02-21,2.56,0.2,2.23,50.9
3702,168,02-22,4.26,0.35,2.56,52.85
3703,168,02-23,4.63,0.22,2.84,50.48
3704,168,02-24,5.01,0.36,2.46,51.41
3705,168,02-25,4.58,0.96,2.18,56.29
3706,168,02-26,4.244,0.111,2.267,55.556
3707,168,02-27,4.02,4.48,2.01,62.11
3708,168,02-28,5.11,7.15,2.05,59.1
3709,168,03-01,4.45,4.92,2.67,57.11
3710,168,03-02,3.54,4.45,2.61,56.9
3711,168,03-03,5.52,0.65,2.51,50.81
3712,168,03-04,5.2,2.2,2.21,58.26
3713,168,03-05,4.91,7.35,2.38,62.35
3714,168,03-06,5.09,1.9,2.43,58.55
3715,168,03-07,4.69,2.1,2.38,54.8
3716,168,03-08,5.38,3.51,2.69,49.89
3717,168,03-09,4.25,3.35,2.5,55.96
3718,168,03-10,3.39,1.73,2.62,50.74
3719,168,03-11,5.1,0.0,3.38,37.36
3720,168,03-12,7.69,0.81,3.23,37.68
3721,168,03-13,6.72,2.81,2.97,47.24
3722,168,03-14,6.32,0.98,2.53,54.19
3723,168,03-15,7.64,1.9,2.92,48.72
3724,168,03-16,7.25,0.21,2.86,41.37
3725,168,03-17,8.73,0.85,2.11,45.34
3726,168,03-18,9.59,4.85,2.37,51.11
3727,168,03-19,9.25,1.23,2.49,52.5
3728,168,03-20,7.41,6.25,2.2,60.52
3729,168,03-21,7.24,1.91,2.87,50.69
3730,168,03-22,7.8,1.0,2.65,44.8
3731,168,03-23,6.91,5.77,2.4,53.02
3732,168,03-24,7.2,0.57,2.94,49.11
3733,168,03-25,7.46,5.0,2.83,56.96
3734,168,03-26,9.19,0.1,2.64,42.71
3735,168,03-27,11.3,1.25,3.13,42.97
3736,168,03-28,11.55,1.2,2.91,46.18
3737,168,03-29,10.54,0.0,2.72,47.35
3738,168,03-30,11.01,0.65,2.69,48.93
3739,168,03-31,11.36,1.13,2.33,50.23
3740,168,04-01,10.6,2.22,2.62,50.54
3741,168,04-02,10.73,1.1,2.59,52.82
3742,168,04-03,10.09,9.08,2.72,56.16
3743,168,04-04,9.73,3.1,2.6,54.29
3744,168,04-05,10.23,1.61,2.31,52.01
3745,168,04-06,9.95,4.4,2.53,56.52
3746,168,04-07,9.53,4.4,2.62,58.69
3747,168,04-08,11.89,0.17,2.97,46.67
3748,168,04-09,13.02,1.8,3.08,43.1
3749,168,04-10,11.67,2.7,2.78,50.12
3750,168,04-11,10.02,1.2,2.25,61.03
3751,168,04-12,11.7,0.01,2.47,50.36
3752,168,04-13,13.04,0.41,3.19,46.31
3753,168,04-14,12.69,4.05,2.84,47.6
3754,168,04-15,14.93,0.01,3.16,39.95
3755,168,04-16,14.25,1.61,2.57,45.68
3756,168,04-17,12.91,2.5,2.7,49.97
3757,168,04-18,13.28,3.12,2.68,54.16
3758,168,04-19,12.23,2.55,2.34,55.5
3759,168,04-20,12.91,2.45,1.98,59.55
3760,168,04-21,14.11,8.0,2.14,56.5
3761,168,04-22,13.58,3.58,2.54,56.8
3762,168,04-23,15.33,5.48,2.59,47.11
3763,168,04-24,15.74,3.01,2.75,46.46
3764,168,04-25,15.47,1.4,2.6,45.89
3765,168,04-26,15.42,4.65,2.77,51.3
3766,168,04-27,14.48,1.31,2.87,50.27
3767,168,04-28,15.01,3.0,2.77,51.12
3768,168,04-29,15.65,11.95,2.74,50.64
3769,168,04-30,15.81,5.3,2.93,57.8
3770,168,05-01,16.35,0.25,2.27,58.46
3771,168,05-02,16.59,3.15,2.38,59.81
3772,168,05-03,16.62,1.27,2.71,56.11
3773,168,05-04,17.53,0.04,2.87,49.51
3774,168,05-05,19.73,0.0,3.43,36.33
3775,168,05-06,17.12,1.26,3.01,46.96
3776,168,05-07,17.89,0.15,2.92,42.47
3777,168,05-08,18.09,1.4,2.63,47.27
3778,168,05-09,16.52,0.57,2.18,59.1
3779,168,05-10,15.24,6.05,1.86,69.6
3780,168,05-11,16.55,4.71,2.11,61.48
3781,168,05-12,17.76,0.95,2.76,57.42
3782,168,05-13,17.47,0.9,2.97,58.77
3783,168,05-14,19.01,1.55,2.75,51.39
3784,168,05-15,17.68,0.15,2.52,57.95
3785,168,05-16,18.71,0.31,2.18,53.06
3786,168,05-17,19.53,5.3,2.27,51.24
3787,168,05-18,19.68,8.65,2.4,53.75
3788,168,05-19,20.31,3.72,2.43,52.42
3789,168,05-20,19.9,0.0,2.72,49.08
3790,168,05-21,19.6,1.4,2.49,50.9
3791,168,05-22,19.78,0.37,2.39,52.33
3792,168,05-23,19.41,7.85,1.9,59.43
3793,168,05-24,21.6,1.51,2.29,52.16
3794,168,05-25,20.58,0.41,2.7,52.52
3795,168,05-26,19.078,0.178,2.411,57.667
3796,168,05-27,18.75,1.71,2.41,63.46
3797,168,05-28,19.31,0.45,1.95,63.61
3798,168,05-29,20.74,0.05,2.17,59.55
3799,168,05-30,20.68,1.35,2.45,56.49
3800,168,05-31,20.61,1.2,2.03,54.56
3801,168,06-01,21.08,2.7,2.28,52.84
3802,168,06-02,20.19,0.02,1.89,56.72
3803,168,06-03,21.31,0.5,1.94,54.33
3804,168,06-04,22.63,0.9,2.14,50.52
3805,168,06-05,21.04,0.8,2.19,61.67
3806,168,06-06,21.06,1.47,1.81,63.64
3807,168,06-07,20.82,7.02,1.63,68.41
3808,168,06-08,21.03,0.1,1.78,65.1
3809,168,06-09,20.74,0.36,2.06,66.21
3810,168,06-10,20.56,0.6,1.81,63.48
3811,168,06-11,19.49,0.56,1.46,69.74
3812,168,06-12,18.75,1.2,1.67,76.33
3813,168,06-13,18.91,0.87,1.54,76.39
3814,168,06-14,20.6,0.92,1.7,70.78
3815,168,06-15,20.71,3.89,1.71,73.76
3816,168,06-16,21.49,0.6,1.8,69.41
3817,168,06-17,22.53,0.1,1.93,65.13
3818,168,06-18,22.6,3.5,1.52,69.48
3819,168,06-19,22.3,0.93,1.72,71.05
3820,168,06-20,22.59,1.1,1.62,68.28
3821,168,06-21,22.47,0.29,1.88,69.42
3822,168,06-22,23.08,0.55,1.79,64.39
3823,168,06-23,22.72,3.3,1.64,68.72
3824,168,06-24,22.11,13.82,1.61,71.21
3825,168,06-25,22.32,5.8,1.64,70.6
3826,168,06-26,21.26,28.95,1.73,79.26
3827,168,06-27,22.1,1.99,1.7,74.59
3828,168,06-28,22.77,3.74,1.73,72.59
3829,168,06-29,23.32,2.46,1.49,74.94
3830,168,06-30,24.14,1.95,1.64,73.27
3831,168,07-01,24.9,9.85,1.87,68.82
3832,168,07-02,24.72,14.85,1.93,69.98
3833,168,07-03,23.98,15.36,2.04,75.06
3834,168,07-04,23.74,15.0,1.87,74.11
3835,168,07-05,23.86,9.55,1.73,72.07
3836,168,07-06,22.86,16.17,1.59,75.51
3837,168,07-07,21.94,2.82,1.45,76.82
3838,168,07-08,22.62,7.15,1.28,78.91
3839,168,07-09,24.54,9.79,1.58,75.02
3840,168,07-10,23.4,7.8,1.42,81.45
3841,168,07-11,23.75,19.15,1.66,78.5
3842,168,07-12,25.13,3.05,2.02,72.31
3843,168,07-13,26.06,3.7,2.17,69.63
3844,168,07-14,25.46,14.45,2.04,70.73
3845,168,07-15,24.82,16.6,1.96,73.01
3846,168,07-16,24.7,10.95,1.86,72.87
3847,168,07-17,25.54,1.7,1.96,70.72
3848,168,07-18,25.76,2.39,1.72,69.29
3849,168,07-19,26.1,3.85,1.83,71.25
3850,168,07-20,26.23,2.04,2.14,69.28
3851,168,07-21,26.52,0.95,1.98,67.81
3852,168,07-22,25.95,6.6,2.18,69.8
3853,168,07-23,26.55,3.5,1.91,71.39
3854,168,07-24,26.98,2.48,2.02,70.57
3855,168,07-25,26.72,2.63,1.81,72.62
3856,168,07-26,27.85,2.3,2.3,63.91
3857,168,07-27,27.79,3.93,2.0,65.02
3858,168,07-28,27.96,0.95,1.82,65.32
3859,168,07-29,27.88,0.97,2.12,66.94
3860,168,07-30,28.01,0.7,1.94,68.87
3861,168,07-31,27.95,4.85,2.2,69.27
3862,168,08-01,27.08,0.46,1.82,73.96
3863,168,08-02,25.99,3.25,1.54,80.89
3864,168,08-03,26.6,2.97,1.66,77.19
3865,168,08-04,28.07,1.65,1.62,71.78
3866,168,08-05,29.04,0.03,1.91,65.66
3867,168,08-06,27.52,23.15,1.74,73.09
3868,168,08-07,27.09,7.47,1.79,74.84
3869,168,08-08,27.69,3.69,2.17,68.64
3870,168,08-09,27.26,4.95,1.96,70.02
3871,168,08-10,26.74,13.53,1.9,74.68
3872,168,08-11,26.98,12.65,2.02,70.91
3873,168,08-12,27.14,3.53,1.83,69.7
3874,168,08-13,26.49,4.75,1.77,74.12
3875,168,08-14,26.3,6.54,1.74,75.24
3876,168,08-15,26.46,27.8,2.09,75.81
3877,168,08-16,25.81,13.26,1.86,74.97
3878,168,08-17,24.93,5.92,1.91,74.21
3879,168,08-18,25.05,8.29,1.8,74.27
3880,168,08-19,25.0,3.37,1.48,76.98
3881,168,08-20,25.06,2.56,1.49,78.08
3882,168,08-21,25.79,3.42,1.58,74.81
3883,168,08-22,26.46,3.76,1.88,68.95
3884,168,08-23,25.91,5.35,1.98,69.21
3885,168,08-24,24.73,14.93,1.95,73.56
3886,168,08-25,23.77,18.53,1.95,75.12
3887,168,08-26,22.51,17.91,1.88,75.57
3888,168,08-27,23.21,6.95,1.75,74.59
3889,168,08-28,23.72,15.82,2.02,75.09
3890,168,08-29,23.94,10.0,2.05,71.28
3891,168,08-30,23.56,10.7,1.99,71.93
3892,168,08-31,22.82,4.66,2.33,69.19
3893,168,09-01,22.74,0.31,1.88,71.84
3894,168,09-02,22.32,2.35,1.9,74.89
3895,168,09-03,21.96,16.5,1.69,77.62
3896,168,09-04,22.29,15.0,1.73,78.43
3897,168,09-05,23.08,15.25,1.88,69.61
3898,168,09-06,22.61,2.18,1.96,70.66
3899,168,09-07,22.62,0.4,2.14,69.29
3900,168,09-08,22.33,4.56,2.38,63.63
3901,168,09-09,21.68,1.29,1.97,70.13
3902,168,09-10,21.25,4.2,1.59,77.6
3903,168,09-11,20.4,16.95,1.55,81.45
3904,168,09-12,20.35,11.39,1.49,80.25
3905,168,09-13,20.88,1.4,1.61,75.63
3906,168,09-14,21.41,1.31,1.77,71.74
3907,168,09-15,21.21,2.16,1.82,73.6
3908,168,09-16,20.93,4.62,1.92,70.05
3909,168,09-17,20.43,27.05,2.17,74.66
3910,168,09-18,20.88,5.55,2.17,68.94
3911,168,09-19,19.99,4.25,2.17,70.25
3912,168,09-20,19.82,3.65,1.92,67.95
3913,168,09-21,19.53,10.01,2.06,71.5
3914,168,09-22,18.89,12.05,2.08,70.93
3915,168,09-23,18.92,0.7,2.06,68.9
3916,168,09-24,19.27,3.2,2.13,67.88
3917,168,09-25,19.26,2.75,2.22,70.15
3918,168,09-26,19.04,0.23,1.81,69.94
3919,168,09-27,19.38,1.37,1.91,68.07
3920,168,09-28,19.29,2.57,2.16,64.98
3921,168,09-29,18.14,4.92,2.08,65.85
3922,168,09-30,18.37,6.35,2.36,65.84
3923,168,10-01,4.295,1.095,3.346,52.222
3924,168,10-02,6.561,4.689,2.387,61.611
3925,168,10-03,7.429,12.659,2.468,68.124
3926,168,10-04,11.79,0.968,2.565,56.54
3927,168,10-05,17.205,6.0,2.498,62.124
3928,168,10-06,20.785,5.228,1.752,68.195
3929,168,10-07,23.805,2.5,1.959,72.576
3930,168,10-08,24.28,5.29,1.768,75.585
3931,168,10-09,19.8,6.838,1.95,72.008
3932,168,10-10,15.397,1.613,2.257,67.01
3933,168,10-11,11.102,0.933,3.01,46.875
3934,168,10-12,6.085,0.666,3.315,45.302
3935,168,10-13,15.6,3.76,2.6,60.41
3936,168,10-14,15.81,9.7,2.21,59.91
3937,168,10-15,14.82,7.6,2.23,60.09
3938,168,10-16,15.56,1.0,2.5,56.89
3939,168,10-17,15.6,0.2,2.36,54.96
3940,168,10-18,14.59,3.15,2.21,61.48
3941,168,10-19,15.75,0.2,1.99,62.48
3942,168,10-20,16.12,1.04,2.27,66.26
3943,168,10-21,15.24,9.7,1.84,72.98
3944,168,10-22,14.34,5.22,1.88,72.97
3945,168,10-23,14.04,1.95,2.27,65.93
3946,168,10-24,15.62,0.1,2.4,57.4
3947,168,10-25,14.39,1.4,2.39,56.88
3948,168,10-26,13.68,0.0,2.47,52.83
3949,168,10-27,13.05,0.37,2.34,54.79
3950,168,10-28,13.33,0.4,2.31,54.9
3951,168,10-29,12.51,5.25,2.59,55.07
3952,168,10-30,11.24,0.25,2.23,52.89
3953,168,10-31,11.96,0.95,2.55,51.98
3954,168,11-01,0.861,0.378,3.346,42.071
3955,168,11-02,5.166,3.792,2.276,57.955
3956,168,11-03,7.168,1.073,2.815,47.476
3957,168,11-04,12.075,4.167,2.813,53.807
3958,168,11-05,15.612,2.561,2.205,62.032
3959,168,11-06,19.822,9.85,2.132,64.043
3960,168,11-07,20.88,10.7,1.707,78.041
3961,168,11-08,22.01,5.493,1.934,72.851
3962,168,11-09,17.783,8.625,2.22,68.357
3963,168,11-10,13.866,1.661,2.359,58.093
3964,168,11-11,11.005,4.254,2.29,59.744
3965,168,11-12,3.695,2.72,3.059,47.283
3966,168,11-13,10.3,3.55,2.76,50.79
3967,168,11-14,9.5,3.3,2.69,47.8
3968,168,11-15,8.72,0.05,2.43,47.21
3969,168,11-16,9.61,0.35,2.42,44.43
3970,168,11-17,9.36,0.55,2.57,53.62
3971,168,11-18,8.34,2.73,2.69,49.0
3972,168,11-19,7.93,0.05,2.85,46.33
3973,168,11-20,7.42,0.05,2.88,38.82
3974,168,11-21,8.6,0.02,2.62,41.64
3975,168,11-22,8.93,4.79,2.6,50.03
3976,168,11-23,7.01,3.55,2.56,55.15
3977,168,11-24,6.99,2.47,2.57,49.97
3978,168,11-25,6.32,8.1,2.7,53.73
3979,168,11-26,6.05,0.03,2.95,47.37
3980,168,11-27,7.14,1.85,3.14,47.73
3981,168,11-28,6.38,3.0,2.72,51.1
3982,168,11-29,6.46,3.15,2.55,52.85
3983,168,11-30,7.2,5.61,2.56,52.58
3984,168,12-01,1.278,1.198,2.939,48.378
3985,168,12-02,1.921,0.555,2.953,41.679
3986,168,12-03,5.737,3.976,2.715,54.544
3987,168,12-04,11.275,3.5,2.955,49.555
3988,168,12-05,14.359,1.295,2.415,56.415
3989,168,12-06,16.167,1.37,1.858,67.008
3990,168,12-07,19.868,6.42,2.071,64.727
3991,168,12-08,19.58,7.763,1.995,71.268
3992,168,12-09,15.84,7.967,2.255,64.403
3993,168,12-10,12.915,0.551,2.727,53.168
3994,168,12-11,6.432,0.89,3.17,47.362
3995,168,12-12,0.265,1.105,3.067,42.895
3996,168,12-13,2.26,0.1,2.81,41.58
3997,168,12-14,2.35,5.16,2.68,51.3
3998,168,12-15,2.07,0.25,2.94,44.71
3999,168,12-16,1.33,0.0,3.44,38.44
4000,168,12-17,1.69,0.5,3.42,43.46
4001,168,12-18,2.65,0.85,3.03,43.73
4002,168,12-19,3.68,0.01,2.98,37.34
4003,168,12-20,4.2,0.2,2.77,38.62
4004,168,12-21,4.25,2.03,2.83,48.1
4005,168,12-22,3.83,1.65,2.85,52.53
4006,168,12-23,3.4,0.05,3.11,44.83
4007,168,12-24,1.48,0.55,3.21,43.96
4008,168,12-25,1.02,0.0,3.46,35.23
4009,168,12-26,0.96,0.0,3.19,36.31
4010,168,12-27,-0.28,2.3,3.11,36.99
4011,168,12-28,0.66,0.75,2.93,41.39
4012,168,12-29,1.62,0.65,3.04,44.31
4013,168,12-30,2.4,0.0,3.42,43.79
4014,168,12-31,0.99,0.0,3.53,34.73
4015,115,01-01,0.72,0.62,3.71,38.51
4016,115,01-02,1.66,0.4,3.33,41.4
4017,115,01-03,1.36,0.65,3.1,38.1
4018,115,01-04,1.34,2.25,3.0,47.01
4019,115,01-05,0.88,0.61,3.4,44.94
4020,115,01-06,0.39,0.0,3.06,42.73
4021,115,01-07,1.1,0.0,3.21,36.76
4022,115,01-08,1.74,0.15,3.28,38.93
4023,115,01-09,0.07,0.05,3.67,33.64
4024,115,01-10,-0.07,0.0,3.39,30.85
4025,115,01-11,-0.63,0.0,3.22,36.49
4026,115,01-12,-0.79,0.2,3.56,38.02
4027,115,01-13,-0.57,0.0,3.07,36.94
4028,115,01-14,0.49,0.15,3.11,35.58
4029,115,01-15,0.58,0.35,2.87,44.53
4030,115,01-16,0.45,0.08,3.16,44.74
4031,115,01-17,1.28,1.56,2.63,50.16
4032,115,01-18,1.9,0.0,3.45,39.23
4033,115,01-19,1.63,1.65,3.06,43.04
4034,115,01-20,1.67,4.15,2.57,55.9
4035,115,01-21,0.54,6.45,2.51,59.05
4036,115,01-22,0.08,3.13,3.16,50.69
4037,115,01-23,-1.16,0.01,3.77,39.32
4038,115,01-24,-1.31,0.0,3.99,35.34
4039,115,01-25,-1.48,1.06,3.52,38.61
4040,115,01-26,-1.09,0.59,3.49,40.22
4041,115,01-27,1.2,0.26,3.68,34.98
4042,115,01-28,1.22,0.1,2.85,40.2
4043,115,01-29,0.88,2.1,2.86,43.6
4044,115,01-30,1.65,2.25,3.24,46.03
4045,115,01-31,1.24,1.5,2.68,45.15
4046,115,02-01,0.62,1.62,2.82,48.11
4047,115,02-02,1.79,0.05,3.41,39.0
4048,115,02-03,1.11,0.9,3.23,41.5
4049,115,02-04,1.58,0.06,3.33,36.24
4050,115,02-05,0.98,0.45,2.64,40.17
4051,115,02-06,1.42,1.49,2.76,45.53
4052,115,02-07,0.39,3.8,2.89,42.8
4053,115,02-08,-0.28,2.15,2.8,43.16
4054,115,02-09,0.31,4.2,2.84,46.79
4055,115,02-10,0.33,2.55,2.78,52.9
4056,115,02-11,0.04,9.5,2.61,52.54
4057,115,02-12,0.02,6.0,2.33,52.12
4058,115,02-13,1.15,2.76,2.38,51.66
4059,115,02-14,2.43,1.75,2.65,55.59
4060,115,02-15,1.92,0.15,2.69,51.85
4061,115,02-16,2.52,0.65,2.83,45.68
4062,115,02-17,1.9,2.65,2.72,48.57
4063,115,02-18,1.76,1.01,2.58,49.09
4064,115,02-19,2.78,1.05,2.51,47.02
4065,115,02-20,2.82,0.0,2.7,46.22
4066,115,02-21,2.56,0.2,2.23,50.9
4067,115,02-22,4.26,0.35,2.56,52.85
4068,115,02-23,4.63,0.22,2.84,50.48
4069,115,02-24,5.01,0.36,2.46,51.41
4070,115,02-25,4.58,0.96,2.18,56.29
4071,115,02-26,4.244,0.111,2.267,55.556
4072,115,02-27,4.02,4.48,2.01,62.11
4073,115,02-28,5.11,7.15,2.05,59.1
4074,115,03-01,4.45,4.92,2.67,57.11
4075,115,03-02,3.54,4.45,2.61,56.9
4076,115,03-03,5.52,0.65,2.51,50.81
4077,115,03-04,5.2,2.2,2.21,58.26
4078,115,03-05,4.91,7.35,2.38,62.35
4079,115,03-06,5.09,1.9,2.43,58.55
4080,115,03-07,4.69,2.1,2.38,54.8
4081,115,03-08,5.38,3.51,2.69,49.89
4082,115,03-09,4.25,3.35,2.5,55.96
4083,115,03-10,3.39,1.73,2.62,50.74
4084,115,03-11,5.1,0.0,3.38,37.36
4085,115,03-12,7.69,0.81,3.23,37.68
4086,115,03-13,6.72,2.81,2.97,47.24
4087,115,03-14,6.32,0.98,2.53,54.19
4088,115,03-15,7.64,1.9,2.92,48.72
4089,115,03-16,7.25,0.21,2.86,41.37
4090,115,03-17,8.73,0.85,2.11,45.34
4091,115,03-18,9.59,4.85,2.37,51.11
4092,115,03-19,9.25,1.23,2.49,52.5
4093,115,03-20,7.41,6.25,2.2,60.52
4094,115,03-21,7.24,1.91,2.87,50.69
4095,115,03-22,7.8,1.0,2.65,44.8
4096,115,03-23,6.91,5.77,2.4,53.02
4097,115,03-24,7.2,0.57,2.94,49.11
4098,115,03-25,7.46,5.0,2.83,56.96
4099,115,03-26,9.19,0.1,2.64,42.71
4100,115,03-27,11.3,1.25,3.13,42.97
4101,115,03-28,11.55,1.2,2.91,46.18
4102,115,03-29,10.54,0.0,2.72,47.35
4103,115,03-30,11.01,0.65,2.69,48.93
4104,115,03-31,11.36,1.13,2.33,50.23
4105,115,04-01,10.6,2.22,2.62,50.54
4106,115,04-02,10.73,1.1,2.59,52.82
4107,115,04-03,10.09,9.08,2.72,56.16
4108,115,04-04,9.73,3.1,2.6,54.29
4109,115,04-05,10.23,1.61,2.31,52.01
4110,115,04-06,9.95,4.4,2.53,56.52
4111,115,04-07,9.53,4.4,2.62,58.69
4112,115,04-08,11.89,0.17,2.97,46.67
4113,115,04-09,13.02,1.8,3.08,43.1
4114,115,04-10,11.67,2.7,2.78,50.12
4115,115,04-11,10.02,1.2,2.25,61.03
4116,115,04-12,11.7,0.01,2.47,50.36
4117,115,04-13,13.04,0.41,3.19,46.31
4118,115,04-14,12.69,4.05,2.84,47.6
4119,115,04-15,14.93,0.01,3.16,39.95
4120,115,04-16,14.25,1.61,2.57,45.68
4121,115,04-17,12.91,2.5,2.7,49.97
4122,115,04-18,13.28,3.12,2.68,54.16
4123,115,04-19,12.23,2.55,2.34,55.5
4124,115,04-20,12.91,2.45,1.98,59.55
4125,115,04-21,14.11,8.0,2.14,56.5
4126,115,04-22,13.58,3.58,2.54,56.8
4127,115,04-23,15.33,5.48,2.59,47.11
4128,115,04-24,15.74,3.01,2.75,46.46
4129,115,04-25,15.47,1.4,2.6,45.89
4130,115,04-26,15.42,4.65,2.77,51.3
4131,115,04-27,14.48,1.31,2.87,50.27
4132,115,04-28,15.01,3.0,2.77,51.12
4133,115,04-29,15.65,11.95,2.74,50.64
4134,115,04-30,15.81,5.3,2.93,57.8
4135,115,05-01,16.35,0.25,2.27,58.46
4136,115,05-02,16.59,3.15,2.38,59.81
4137,115,05-03,16.62,1.27,2.71,56.11
4138,115,05-04,17.53,0.04,2.87,49.51
4139,115,05-05,19.73,0.0,3.43,36.33
4140,115,05-06,17.12,1.26,3.01,46.96
4141,115,05-07,17.89,0.15,2.92,42.47
4142,115,05-08,18.09,1.4,2.63,47.27
4143,115,05-09,16.52,0.57,2.18,59.1
4144,115,05-10,15.24,6.05,1.86,69.6
4145,115,05-11,16.55,4.71,2.11,61.48
4146,115,05-12,17.76,0.95,2.76,57.42
4147,115,05-13,17.47,0.9,2.97,58.77
4148,115,05-14,19.01,1.55,2.75,51.39
4149,115,05-15,17.68,0.15,2.52,57.95
4150,115,05-16,18.71,0.31,2.18,53.06
4151,115,05-17,19.53,5.3,2.27,51.24
4152,115,05-18,19.68,8.65,2.4,53.75
4153,115,05-19,20.31,3.72,2.43,52.42
4154,115,05-20,19.9,0.0,2.72,49.08
4155,115,05-21,19.6,1.4,2.49,50.9
4156,115,05-22,19.78,0.37,2.39,52.33
4157,115,05-23,19.41,7.85,1.9,59.43
4158,115,05-24,21.6,1.51,2.29,52.16
4159,115,05-25,20.58,0.41,2.7,52.52
4160,115,05-26,19.078,0.178,2.411,57.667
4161,115,05-27,18.75,1.71,2.41,63.46
4162,115,05-28,19.31,0.45,1.95,63.61
